id,year
http://www.jstor.org/stable/2096307,1996
http://www.jstor.org/stable/2096459,1996
http://www.jstor.org/stable/2095418,1984
http://www.jstor.org/stable/4145362,2005
http://www.jstor.org/stable/2095039,1982
http://www.jstor.org/stable/2094437,1975
http://www.jstor.org/stable/2657413,2001
http://www.jstor.org/stable/2091567,1965
http://www.jstor.org/stable/4145348,2005
http://www.jstor.org/stable/3088931,2002
http://www.jstor.org/stable/2094229,1974
http://www.jstor.org/stable/2086827,1948
http://www.jstor.org/stable/2096383,1995
http://www.jstor.org/stable/2085360,1942
http://www.jstor.org/stable/2088770,1957
http://www.jstor.org/stable/2094295,1974
http://www.jstor.org/stable/4145368,2005
http://www.jstor.org/stable/2089196,1957
http://www.jstor.org/stable/44245523,2017
http://www.jstor.org/stable/44245507,2017
http://www.jstor.org/stable/2083811,1937
http://www.jstor.org/stable/2095151,1983
http://www.jstor.org/stable/2086649,1949
http://www.jstor.org/stable/2086790,1950
http://www.jstor.org/stable/2095307,1986
http://www.jstor.org/stable/48588672,2018
http://www.jstor.org/stable/2093450,1972
http://www.jstor.org/stable/2096108,1991
http://www.jstor.org/stable/2117747,1989
http://www.jstor.org/stable/2094409,1973
http://www.jstor.org/stable/48588888,2019
http://www.jstor.org/stable/23102581,2012
http://www.jstor.org/stable/2096120,1992
http://www.jstor.org/stable/41723061,2012
http://www.jstor.org/stable/2095179,1980
http://www.jstor.org/stable/20799479,2010
http://www.jstor.org/stable/26426366,2017
http://www.jstor.org/stable/48588666,2018
http://www.jstor.org/stable/44245486,2016
http://www.jstor.org/stable/2094371,1976
http://www.jstor.org/stable/2085685,1942
http://www.jstor.org/stable/2085686,1942
http://www.jstor.org/stable/2094231,1974
http://www.jstor.org/stable/4145373,2005
http://www.jstor.org/stable/2095145,1983
http://www.jstor.org/stable/43188371,2013
http://www.jstor.org/stable/24756415,2015
http://www.jstor.org/stable/44245509,2017
http://www.jstor.org/stable/2091022,1967
http://www.jstor.org/stable/2094154,1974
http://www.jstor.org/stable/27801521,2010
http://www.jstor.org/stable/2096434,1995
http://www.jstor.org/stable/2086191,1941
http://www.jstor.org/stable/2093598,1971
http://www.jstor.org/stable/2085448,1943
http://www.jstor.org/stable/2087996,1952
http://www.jstor.org/stable/2086194,1941
http://www.jstor.org/stable/2087913,1954
http://www.jstor.org/stable/2087547,1953
http://www.jstor.org/stable/2086782,1950
http://www.jstor.org/stable/25472501,2007
