id,year
http://www.jstor.org/stable/2094241,1974
http://www.jstor.org/stable/2096307,1996
http://www.jstor.org/stable/2094187,1975
http://www.jstor.org/stable/2095950,1993
http://www.jstor.org/stable/2096459,1996
http://www.jstor.org/stable/24756413,2015
http://www.jstor.org/stable/2088566,1959
http://www.jstor.org/stable/2088805,1958
http://www.jstor.org/stable/2094514,1979
http://www.jstor.org/stable/30038999,2006
http://www.jstor.org/stable/2095536,1984
http://www.jstor.org/stable/3593064,2004
http://www.jstor.org/stable/2094221,1973
http://www.jstor.org/stable/23102558,2011
http://www.jstor.org/stable/2095418,1984
http://www.jstor.org/stable/4145362,2005
http://www.jstor.org/stable/2095969,1993
http://www.jstor.org/stable/24756351,2015
http://www.jstor.org/stable/2094166,1974
http://www.jstor.org/stable/43187537,2014
http://www.jstor.org/stable/2094220,1973
http://www.jstor.org/stable/2657496,1999
http://www.jstor.org/stable/2095020,1980
http://www.jstor.org/stable/2093482,1972
http://www.jstor.org/stable/1519771,2003
http://www.jstor.org/stable/2094950,1981
http://www.jstor.org/stable/2093768,1971
http://www.jstor.org/stable/2094572,1977
http://www.jstor.org/stable/2085720,1943
http://www.jstor.org/stable/2095052,1982
http://www.jstor.org/stable/2095039,1982
http://www.jstor.org/stable/2091426,1964
http://www.jstor.org/stable/2094439,1975
http://www.jstor.org/stable/2093771,1971
http://www.jstor.org/stable/2095874,1989
http://www.jstor.org/stable/2657413,2001
http://www.jstor.org/stable/2091567,1965
http://www.jstor.org/stable/2094832,1979
http://www.jstor.org/stable/4145348,2005
http://www.jstor.org/stable/2086306,1944
http://www.jstor.org/stable/2094405,1973
http://www.jstor.org/stable/2085313,1944
http://www.jstor.org/stable/2088628,1958
http://www.jstor.org/stable/2087236,1948
http://www.jstor.org/stable/3088931,2002
http://www.jstor.org/stable/43187503,2013
http://www.jstor.org/stable/2088124,1953
http://www.jstor.org/stable/2093579,1972
http://www.jstor.org/stable/2094229,1974
http://www.jstor.org/stable/2086489,1947
http://www.jstor.org/stable/4145390,2005
http://www.jstor.org/stable/2093675,1971
http://www.jstor.org/stable/2091143,1965
http://www.jstor.org/stable/2094321,1974
http://www.jstor.org/stable/2092994,1970
http://www.jstor.org/stable/2093193,1972
http://www.jstor.org/stable/2093481,1972
http://www.jstor.org/stable/2092995,1970
http://www.jstor.org/stable/2093479,1972
http://www.jstor.org/stable/2094383,1976
http://www.jstor.org/stable/2095348,1985
http://www.jstor.org/stable/2093203,1970
